conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/111b9dad-b2e0-4b55-8d0f-2e41cb435f64,schädliche Folgen von Futtermittelzusatzstoffen ausschließen,released,skill/competence,occupation-specific,,"Sicherstellen, dass die Futtermittelzusatzstoffe einer wissenschaftlichen Bewertung unterzogen werden, um festzustellen, ob der jeweilige Zusatzstoff schädliche Auswirkungen auf die Gesundheit von Mensch oder Tier oder auf die Umwelt hat.",http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,Einhaltung von Verfahren zu Sicherheit und Gesundheitsschutz
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/114a79ef-1e62-475b-a862-954f5b4cca20,Abfallbewirtschaftungsverfahren entwickeln,released,skill/competence,sector-specific,,"Entwicklung von Ausrüstungen, Methoden und Verfahren, die in verschiedenen Arten von Abfallbehandlungs- und Entsorgungsanlagen zur Anwendung kommen können, um die Effizienz der Abfallbewirtschaftungsverfahren zu verbessern, die Umweltauswirkungen zu verringern und die Sicherheit des bei der Abfallbewirtschaftung eingesetzten Personals zu gewährleisten.",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,Entwicklung betrieblicher Strategien und Verfahren | Abfall bewirtschaften
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/128f318e-1bc8-4921-821f-b0aad1d98922,geeignetes Heiz- und Kühlsystem bestimmen,released,skill/competence,sector-specific,"Bestimmung des geeigneten Heiz- und Kühlsystems für die Anforderungen von Niedrigstenergiegebäuden | Systeme bestimmen, die den Anforderungen von Niedrigstenergiegebäuden entsprechen","Bestimmung des geeigneten Systems in Bezug auf die verfügbaren Energiequellen (Erdreich, Gas, Strom, Fernwärme usw.), das den Anforderungen eines Niedrigstenergiegebäudes entspricht.
	",http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67,Entwicklung von Zielen und Strategien
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/12d7ea6f-ec1f-4f9a-a50b-8e2e9693f068,Gefahrguttransport,released,knowledge,sector-specific,,"Vorschriften und Sicherheitsverfahren für den Transport gefährlicher Materialien und Produkte, z. B. gefährlicher Abfälle, Chemikalien, Sprengstoffe und brennbarer Stoffe.",http://data.europa.eu/esco/isced-f/1041,Dienstleistungen im Bereich Verkehr
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/13f7cd7c-6ec5-4186-8744-de3c780b973d,über die beste Art in die Landschaft einzugreifen beraten,released,skill/competence,occupation-specific,,"Bei der Planung, Entwicklung und Pflege neuer und bestehender Landschaften beraten.",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/6ebb869b-3931-4c7f-b168-07e2a271b1bc,Beratung zu Umweltthemen | Bauprojekte im Landschaftsbau leiten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/145fb42f-ebee-48e2-bdf8-2e935edc7158,Oberflächen desinfizieren,released,skill/competence,cross-sector,Flächen entseuchen,"Die richtigen Reinigungsverfahren anwenden, wobei die sichere Handhabung von Desinfektionsmitteln berücksichtigt wird, um Kontaminationen, Schadstoffe und bakterielle Risiken von verschiedenen Oberflächen wie Gebäuden, Fahrzeugen und Straßen zu entfernen.",http://data.europa.eu/esco/skill/2bf2c727-ee42-4fc5-a4d7-2cd62b880433,Reinigung
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1565b401-1754-4b07-8f1a-eb5869e64d95,Auswirkungen des Klimawandels,released,knowledge,cross-sector,,"Verständnis der Auswirkungen des Klimawandels auf die biologische Vielfalt und die Lebensbedingungen von Pflanzen und Tieren.
    ",http://data.europa.eu/esco/isced-f/0532,Geowissenschaften
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/15c522eb-cd6d-4b00-9d95-db20c0f8df88,Energieeinsparungspotenzial von automatisierten Schichtsystemen,released,knowledge,occupation-specific,,"Potenzial für Energieeinsparungen in automatisierten Schichtsystemen durch Mechanismen wie verbesserte Effizienz und bessere Vorhersage bevorstehender Ereignisse.
   ",http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26 | http://data.europa.eu/esco/isced-f/0713,Energieeffizienz | Elektrizität und Energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17446f6d-d8b0-4945-a37b-9ad0dfc9f3e8,solare Absorptionskälteanlage planen,released,skill/competence,sector-specific,,"Planung eines Systems zur Erzeugung von Absorptionskälte mit solarer Regeneration durch Wärmeröhrenkollektoren. Berechnen des genauen Kühlbedarfs des Gebäudes, um die richtige Leistung (kW) zu wählen. Erstellung eines detaillierten Entwurfs der Anlage, des Prinzips, der Automatisierungsstrategie unter Verwendung der verfügbaren Produkte und Konzepte, Auswahl der passenden Produkte.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,Entwurf elektrischer oder elektronischer Systeme oder Ausrüstungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17447ce4-4c4a-4158-b1ea-03ed5364b4e8,Pläne für die Lagerung organischer Nebenprodukte verwalten,released,skill/competence,occupation-specific,,Methoden und Verfahren für die Lagerung organischer Nebenprodukte im Einklang mit den geltenden Rechtsvorschriften und den Gesundheits- und Sicherheitsleitlinien implementieren. Umsetzung der Pläne überwachen und auf mögliche Probleme reagieren.,http://data.europa.eu/esco/skill/26532713-d18f-4e5c-8365-1f57e00f8422 | http://data.europa.eu/esco/skill/e6eeb84c-ad99-42e2-b883-e6ce338aef59,Lagerbetrieb verwalten | Planung von Tätigkeiten und Produktionsprozessen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/186da517-9a3e-41cd-9158-4001e3694459,ökologische Landwirtschaft,released,knowledge,sector-specific,,"Grundsätze, Techniken und Vorschriften der ökologischen Landwirtschaft. Die ökologische/biologische Landwirtschaft ist eine landwirtschaftliche Produktionsmethode, die einen besonderen Schwerpunkt auf Umweltschutz und ökologische Balance legt.",http://data.europa.eu/esco/isced-f/0811,Pflanzen- und Tierproduktion
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/189777b9-6e95-4f76-b8db-f8e0f0477bc6,Bewässerungsstrategien entwickeln,released,skill/competence,sector-specific,,"Planung der Einführung von Methoden und Verfahren für die künstliche Bewässerung des Bodens unter Berücksichtigung von Strategien für die Nachhaltigkeit der Wassernutzung.
 ",http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,Entwicklung von Strategien und Rechtsvorschriften | Problemlösungsstrategien entwickeln
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18d3f89a-6ac5-4ca6-bf93-0baec4e13bcd,Fotovoltaikanlagen installieren,released,skill/competence,occupation-specific,PV-Systeme installieren | Solarenergiesysteme installieren | Solaranlage installieren | Photovoltaikanlage installieren | Photovoltaik-Anlagen installieren | Photovoltaikanlagen installieren | Solaranlagen installieren | Solarenergiesystemen installieren | Solarpark installieren | Photovoltaik-Systeme installieren | Solarenergieanlagen installieren,"Systeme installieren, die durch die Umwandlung von Licht in elektrischen Strom (Fotovoltaik) elektrische Energie generieren. Konformität mit Vorschriften sicherstellen; korrekter Ein-/Aufbau der Fotovoltaikanlage.",http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"Installation und Reparatur von elektrischen, elektronischen und Präzisionsgeräten"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/192e12e7-6bf0-42e6-bfc3-70c08551f12a,Umweltpläne im Zusammenhang mit ihren Kosten bewerten,released,skill/competence,cross-sector,,"Umweltpläne in finanzieller Hinsicht bewerten, um die für die Verbesserung der Umwelt erforderlichen Ausgaben im Gleichgewicht zu halten. Den wirtschaftlichen Nutzen bewerten, den diese Investitionen dem Unternehmen langfristig bringen werden.",http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d,"Entwicklung von Finanz-, Geschäfts- oder Marketingplänen"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/192f3ca9-2232-40d0-b241-387966ce2de8,Rechtsvorschriften für den Abfalltransport,released,knowledge,cross-sector,Abfalltransportrecht | Abfalltransport-Gesetzgebung,"Bestimmungen und Vorschriften über die sichere Beförderung gefährlicher und nicht gefährlicher Abfälle, Erzeugnisse und Geräte.",http://data.europa.eu/esco/isced-f/0421,Rechtswissenschaft
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1a09db78-cbcf-428a-a23c-5c3f3951cc4c,Recyclinganlagen überwachen,released,skill/competence,sector-specific,,"Standorte und Einrichtungen überwachen, in denen sich Recyclingpunkte befinden und in denen Hausmüll entsorgt werden kann, um die Sicherheit, die Einhaltung der Rechtsvorschriften und die Nutzung der Anlagen in Übereinstimmung mit den Abfallvorschriften zu gewährleisten.
	",http://data.europa.eu/esco/skill/67117c88-c855-4fab-98c5-e322e838969f | http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,"vor Ort vorgehaltene, allgemeine Einrichtungen und Dienstleistungen organisieren | Überwachung der Sicherheit"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1a6c7e0d-fc13-41d7-a5c0-8ca00606de89,nachhaltige Energie fördern,released,skill/competence,sector-specific,,"Die Nutzung von Energie aus erneuerbaren Quellen und von Wärmequellen für Organisationen und Einzelpersonen fördern, um auf eine nachhaltige Zukunft hinzuarbeiten und den Verkauf von Geräten zur Nutzung erneuerbarer Energiequellen, wie z. B. Solaranlagen, zu fördern.",http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b | http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"für Nachhaltigkeit werben | Werbung für Waren, Dienstleistungen oder Programme"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1aae38c8-f75a-4009-8aa0-c5fa94b06e6b,Wasserqualitätsprüfung leiten,released,skill/competence,cross-sector,Wasserqualitätsuntersuchungen leiten,"Die Verfahren im Zusammenhang mit der Untersuchung und der Qualitätsanalyse von Wasser und anschließenden Reinigungsverfahren durch die Verwaltung der Verfahren von der Probenahme bis hin zu Labortests leiten, das Personal anleiten und die Einhaltung der Rechtsvorschriften gewährleisten.",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/0b3930a2-8a13-4932-8a09-4c72ec8af464,Andere führen | Überwachung der Qualität von Waren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ab1449d-5b65-458b-b115-f5283a52da8e,über Energie- und Wasserverbrauch beraten,released,skill/competence,sector-specific,,"Einzelpersonen oder Organisationen zu Methoden beraten, mit denen sie ihren Energieverbrauch, z. B. Heizenergie-, Wasser-, Gas- und Stromverbrauch, verringern können, damit sie Geld sparen und nachhaltige Praktiken berücksichtigen können.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,Andere beraten | Beratung zu Umweltthemen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b6197c8-a08b-412b-8be0-ed6de108b17e,elektrische Systeme optimieren,released,skill/competence,occupation-specific,,"Modifikationen zur Verbesserung elektrischer Systeme gestalten, vorschlagen und implementieren; der Schwerpunkt soll dabei auf Nachhaltigkeit, Qualität und Sicherheit liegen.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,Entwurf elektrischer oder elektronischer Systeme oder Ausrüstungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b644187-7c16-4685-bc80-fe1279492dea,Klärschlammbehandlung koordinieren,released,skill/competence,sector-specific,,"Die Behandlung und Entsorgung der halbfesten Rückständen koordinieren, die sich aus der Abwasseraufbereitung ergeben, z. B. Energieerzeugung durch Fermentation, Trocknen und Wiederverwendung als Düngemittel.",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,Andere führen | Entsorgung von ungefährlichen Abfällen oder Schutt
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b718a43-4295-44cc-9530-78323bbeb663,Fermentation im Labormaßstab,released,knowledge,occupation-specific,,"Schritte und Anforderungen bei der Fermentation im Labormaßstab zur Umwandlung von Biomasse in Chemikalien, Zucker oder Brennstoffe.",http://data.europa.eu/esco/isced-f/0711,Chemietechnik und ‑verfahren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b73b2a7-aefc-49ef-8b30-b90ca7429984,Kunden und Kundinnen über Baustoffe informieren,released,skill/competence,sector-specific,,"Kunden und Kundinnen detaillierte Informationen über Baustoffe geben; eine nachhaltige Bauweise empfehlen und die Verwendung von grünen Baustoffen wie zum Beispiel Holz, Stroh und Bambus fördern; das Recycling und die Verwendung von nachhaltigen oder nichtgiftigen Materialien fördern.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c | http://data.europa.eu/esco/skill/3b64ab47-a874-403a-b781-7b23c2fc3c6c | http://data.europa.eu/esco/skill/01c03003-516d-43c6-8477-45c472413521,Andere beraten | Beratung zu Waren und Dienstleistungen | in Baufragen beraten | zu Baumaterialien beraten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b94ad6c-c54d-4bdd-858d-81ebef51c5a4,nachhaltige Materialien und Komponenten für Schuhe,released,knowledge,sector-specific,umweltfreundliches Schuhmaterial | umweltfreundliches Material für Schuhe | nachhaltiges Material für Schuhe | nachhaltige Textilien,"Umweltfreundliche Materialien und Komponenten wie Leder, Textilien und Kunststoffe, Materialien für Sohlen und Zwischensohlen, verschiedene Komponenten und Zubehör.
	",http://data.europa.eu/esco/isced-f/0723,"Textilien (Bekleidung, Schuhe und Leder)"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c4fa8a3-7f7e-4c63-a36c-89e4321774d6,historische Klimaveränderungen feststellen,released,skill/competence,occupation-specific,,"Proben analysieren, die aus Eiskernen, Baumringen, Sedimenten usw. entnommen wurden, um Informationen über Klimaveränderungen in der Geschichte der Erde und ihre Folgen für das Leben auf der Erde zu bekommen.",http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d | http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a,Analyse wissenschaftlicher und medizinischer Daten | qualitative Informationen verarbeiten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c9bb265-6ff7-428e-9a72-9c8df75178b8,Auswirkungen industrieller Aktivitäten beurteilen,released,skill/competence,cross-sector,,Daten zur Abschätzung der Auswirkungen von Industrietätigkeiten auf die Ressourcenverfügbarkeit und Grundwasserqualität auswerten.,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,kritisch denken | Auswirkungen auf die Umwelt beurteilen | Überwachung von Umweltbedingungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1cf20c3c-027e-45f4-bad1-c91b98726d28,Information über Erdwärmepumpen zur Verfügung stellen,released,skill/competence,sector-specific,Information über Erdwärmepumpen liefern,"Organisationen und Einzelpersonen die Suche nach alternativen Methoden ermöglichen, um Gebäude mit Energie zu versorgen, d. h. in Bezug auf Kosten, Nutzen und negative Aspekte der Installation und Nutzung von Erdwärmepumpen informieren und erläutern, was bei der Prüfung des Erwerbs und der Installation von Erdwärmepumpen zu berücksichtigen ist.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500,Andere beraten | Beratung zu Umweltthemen | Informationen übermitteln
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1d4ddf05-510a-424a-85d3-2305558665c5,Meeresenergievorhaben untersuchen,released,skill/competence,sector-specific,Meeresenergieprojekte untersuchen,Forschungsprojekte in den Bereichen Wellen- und Gezeitenenergie durchführen und Projekte vom Konzept bis zur Ausführung entwickeln.,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,Durchführung von wissenschaftlicher Forschung oder Marktforschung
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1de91358-6ad3-4513-b975-396c61cf8858,Beratung zu eingebauten Lüftungssystemen leisten,released,skill/competence,sector-specific,,"Untersuchung und Beratung zu einem Lüftungssystem, das den Energiebedarf deckt und gleichzeitig eine gute Raumluftqualität gemäß den Mindestanforderungen an die Raumluftqualität gewährleistet. Erwägen alternativer Belüftungsmöglichkeiten (z. B. Schornsteinbelüftung, Nutzung des Kamineffekts, natürliche Belüftung).
	",http://data.europa.eu/esco/skill/eb6cc4ba-4bb8-4348-9a3b-dc419558f66a,Beratung zur Entwicklung oder Nutzung von Technologien
